tray,coordinate,temperature,replicate,DAS
A.4,a7,6C,rep2,7
A.4,a7,6C,rep2,8
A.4,a7,6C,rep2,9
A.4,a7,6C,rep2,10
A.4,a7,6C,rep2,11
A.4,a7,6C,rep2,12
A.4,a7,6C,rep2,13
A.4,a7,6C,rep2,14
A.4,a7,6C,rep2,15
A.4,a7,6C,rep2,16
A.4,a7,6C,rep2,17
A.4,a7,6C,rep2,18
A.4,a7,6C,rep2,19
A.4,a7,6C,rep2,20
A.4,a7,6C,rep2,21
A.4,c3,16C,rep3,16
A.4,c3,16C,rep3,17
A.4,c3,16C,rep3,18
A.4,c3,16C,rep3,19
A.4,c3,16C,rep3,20
A.4,c5,6C,rep3,0
A.4,c5,6C,rep3,1
A.4,c5,6C,rep3,2
A.4,c5,6C,rep3,3
A.4,c5,6C,rep3,4
A.4,c5,6C,rep3,5
A.4,c5,6C,rep3,6
A.4,c5,6C,rep3,7
A.4,c5,6C,rep3,8
A.4,c5,6C,rep3,9
A.4,c5,6C,rep3,10
A.4,c5,6C,rep3,11
A.4,c5,6C,rep3,12
A.4,c5,6C,rep3,13
A.4,c5,6C,rep3,14
A.4,c5,6C,rep3,15
A.4,c5,6C,rep3,16
A.4,c5,6C,rep3,17
A.4,c5,6C,rep3,18
A.4,c5,6C,rep3,19
A.4,c5,6C,rep3,20
A.4,c5,6C,rep3,21
A.4,e5,6C,rep2,0
A.4,e5,6C,rep2,1
A.4,e5,6C,rep2,2
A.4,e5,6C,rep2,3
A.4,e5,6C,rep2,4
A.4,e5,6C,rep2,5
A.4,e5,6C,rep2,6
A.4,e5,6C,rep2,7
A.4,e5,6C,rep2,8
A.4,e5,6C,rep2,9
A.4,e5,6C,rep2,10
A.4,e5,6C,rep2,11
A.4,e5,6C,rep2,12
A.4,e5,6C,rep2,13
A.4,e5,6C,rep2,14
A.4,e5,6C,rep2,15
A.4,e5,6C,rep2,16
A.4,e5,6C,rep2,17
A.4,e5,6C,rep2,18
A.4,e5,6C,rep2,19
A.4,e5,6C,rep2,20
A.4,e5,6C,rep2,21
A.5,b2,6C,rep1,0
A.5,b2,6C,rep1,1
A.5,b2,6C,rep1,2
A.5,b2,6C,rep1,3
A.5,b2,6C,rep1,4
A.5,b2,6C,rep1,5
A.5,b2,6C,rep1,6
A.5,b2,6C,rep1,7
A.5,b2,6C,rep1,8
A.5,b2,6C,rep1,9
A.5,b2,6C,rep1,10
A.5,b2,6C,rep1,11
A.5,b2,6C,rep1,12
A.5,b2,6C,rep1,13
A.5,b2,6C,rep1,14
A.5,b2,6C,rep1,15
A.5,b2,6C,rep1,16
A.5,b2,6C,rep1,17
A.5,b2,6C,rep1,18
A.5,b2,6C,rep1,19
A.5,b2,6C,rep1,20
A.5,b2,6C,rep1,21
A.6,a5,6C,rep1,0
A.6,a5,6C,rep1,1
A.6,a5,6C,rep1,2
A.6,a5,6C,rep1,3
A.6,a5,6C,rep1,4
A.6,a5,6C,rep1,5
A.6,a5,6C,rep1,6
A.6,a5,6C,rep1,7
A.6,a5,6C,rep1,8
A.6,a5,6C,rep1,9
A.6,a5,6C,rep1,10
A.6,a5,6C,rep1,11
A.6,a5,6C,rep1,12
A.6,a5,6C,rep1,13
A.6,a5,6C,rep1,14
A.6,a5,6C,rep1,15
A.6,a5,6C,rep1,16
A.6,a5,6C,rep1,17
A.6,a5,6C,rep1,18
A.6,a5,6C,rep1,19
A.6,a5,6C,rep1,20
A.6,a5,6C,rep1,21
A.6,d6,6C,rep2,0
A.6,d6,6C,rep2,1
A.6,d6,6C,rep2,2
A.6,d6,6C,rep2,3
A.6,d6,6C,rep2,4
A.6,d6,6C,rep2,18
A.6,d6,6C,rep2,19
A.6,d6,6C,rep2,20
A.6,d6,6C,rep2,21
A.6,d6,6C,rep3,0
A.6,d6,6C,rep3,1
A.6,d6,6C,rep3,2
A.6,d6,6C,rep3,3
A.6,d6,6C,rep3,4
A.6,d6,6C,rep3,5
A.6,d6,6C,rep3,6
A.6,d6,6C,rep3,7
A.6,d6,6C,rep3,8
A.6,d6,6C,rep3,9
A.6,d6,6C,rep3,10
A.6,d6,6C,rep3,11
A.6,d6,6C,rep3,12
A.6,d6,6C,rep3,13
A.6,d6,6C,rep3,14
A.6,d6,6C,rep3,15
A.6,d6,6C,rep3,16
A.6,d6,6C,rep3,17
A.6,d6,6C,rep3,18
A.6,d6,6C,rep3,19
A.6,d6,6C,rep3,20
A.6,d6,6C,rep3,21
A.7,a7,16C,rep2,0
A.7,a7,16C,rep2,1
A.7,a7,16C,rep2,2
A.7,a7,16C,rep2,3
A.7,a7,16C,rep2,4
A.7,a7,16C,rep2,5
A.7,a7,16C,rep2,6
A.7,a7,16C,rep2,7
A.7,a7,16C,rep2,8
A.7,a7,16C,rep2,9
A.7,a7,16C,rep2,10
A.7,a7,16C,rep2,11
A.7,a7,16C,rep2,12
A.7,a7,16C,rep2,13
A.7,a7,16C,rep2,14
A.7,a7,16C,rep2,15
A.7,a7,16C,rep2,16
A.7,a7,16C,rep2,17
A.7,a7,16C,rep2,18
A.7,a7,16C,rep2,19
A.7,a7,16C,rep2,20
A.7,a7,16C,rep2,21
A.7,b7,6C,rep2,0
A.7,b7,6C,rep2,1
A.7,b7,6C,rep2,2
A.7,b7,6C,rep2,3
A.7,b7,6C,rep2,4
A.7,b7,6C,rep2,5
A.7,b7,6C,rep2,6
A.7,b7,6C,rep2,7
A.7,b7,6C,rep2,8
A.7,b7,6C,rep2,9
A.7,b7,6C,rep2,10
A.7,b7,6C,rep2,11
A.7,b7,6C,rep2,12
A.7,b7,6C,rep2,13
A.7,b7,6C,rep2,14
A.7,b7,6C,rep2,15
A.7,b7,6C,rep2,16
A.7,b7,6C,rep2,17
A.7,b7,6C,rep2,18
A.7,b7,6C,rep2,19
A.7,b7,6C,rep2,20
A.7,b7,6C,rep2,21
A.7,c5,6C,rep3,0
A.7,c5,6C,rep3,1
A.7,c5,6C,rep3,2
A.7,c5,6C,rep3,3
A.7,c5,6C,rep3,4
A.7,c5,6C,rep3,5
A.7,c5,6C,rep3,6
A.7,c5,6C,rep3,7
A.7,c5,6C,rep3,8
A.7,c5,6C,rep3,9
A.7,c5,6C,rep3,10
A.7,c5,6C,rep3,11
A.7,c5,6C,rep3,12
A.7,c5,6C,rep3,13
A.7,c5,6C,rep3,14
A.7,c5,6C,rep3,15
A.7,c5,6C,rep3,16
A.7,c5,6C,rep3,17
A.7,c5,6C,rep3,18
A.7,c5,6C,rep3,19
A.7,c5,6C,rep3,20
A.7,c5,6C,rep3,21
A.8,d7,6C,rep1,0
A.8,d7,6C,rep1,1
A.8,d7,6C,rep1,2
A.8,d7,6C,rep1,3
A.8,d7,6C,rep1,4
A.8,d7,6C,rep1,5
A.8,d7,6C,rep1,6
A.8,d7,6C,rep1,7
A.8,d7,6C,rep1,8
A.8,d7,6C,rep1,9
A.8,d7,6C,rep1,10
A.8,d7,6C,rep1,11
A.8,d7,6C,rep1,12
A.8,d7,6C,rep1,13
A.8,d7,6C,rep1,14
A.8,d7,6C,rep1,15
A.8,d7,6C,rep1,16
A.8,d7,6C,rep1,17
A.8,d7,6C,rep1,18
A.8,d7,6C,rep1,19
A.8,d7,6C,rep1,20
A.8,d7,6C,rep1,21
B.1,b6,6C,rep3,0
B.1,b6,6C,rep3,1
B.1,b6,6C,rep3,2
B.1,b6,6C,rep3,3
B.1,b6,6C,rep3,4
B.1,b6,6C,rep3,5
B.1,b6,6C,rep3,6
B.1,b6,6C,rep3,7
B.1,b6,6C,rep3,8
B.1,b6,6C,rep3,9
B.1,b6,6C,rep3,10
B.1,b6,6C,rep3,11
B.1,b6,6C,rep3,12
B.1,b6,6C,rep3,13
B.1,b6,6C,rep3,14
B.1,b6,6C,rep3,15
B.1,b6,6C,rep3,16
B.1,b6,6C,rep3,17
B.1,b6,6C,rep3,18
B.1,b6,6C,rep3,19
B.1,b6,6C,rep3,20
B.1,b6,6C,rep3,21
B.3,a5,6C,rep2,0
B.3,a5,6C,rep2,1
B.3,a5,6C,rep2,2
B.3,a5,6C,rep2,3
B.3,a5,6C,rep2,4
B.3,a5,6C,rep2,5
B.3,a5,6C,rep2,6
B.3,a5,6C,rep2,7
B.3,a5,6C,rep2,8
B.3,a5,6C,rep2,9
B.3,a5,6C,rep2,10
B.3,a5,6C,rep2,11
B.3,a5,6C,rep2,12
B.3,a5,6C,rep2,13
B.3,a5,6C,rep2,14
B.3,a5,6C,rep2,15
B.3,a5,6C,rep2,16
B.3,a5,6C,rep2,17
B.3,a5,6C,rep2,18
B.3,a5,6C,rep2,19
B.3,a5,6C,rep2,20
B.3,a5,6C,rep2,21
B.3,d5,6C,rep2,0
B.3,d5,6C,rep2,1
B.3,d5,6C,rep2,2
B.3,d5,6C,rep2,3
B.3,d5,6C,rep2,4
B.3,d5,6C,rep2,5
B.3,d5,6C,rep2,6
B.3,d5,6C,rep2,7
B.3,d5,6C,rep2,8
B.3,d5,6C,rep2,9
B.3,d5,6C,rep2,10
B.3,d5,6C,rep2,11
B.3,d5,6C,rep2,12
B.3,d5,6C,rep2,13
B.3,d5,6C,rep2,14
B.3,d5,6C,rep2,15
B.3,d5,6C,rep2,16
B.3,d5,6C,rep2,17
B.3,d5,6C,rep2,18
B.3,d5,6C,rep2,19
B.3,d5,6C,rep2,20
B.3,d5,6C,rep2,21
B.3,d7,6C,rep3,0
B.3,d7,6C,rep3,1
B.3,d7,6C,rep3,2
B.3,d7,6C,rep3,3
B.3,d7,6C,rep3,4
B.3,d7,6C,rep3,5
B.3,d7,6C,rep3,6
B.3,d7,6C,rep3,7
B.3,d7,6C,rep3,8
B.3,d7,6C,rep3,9
B.3,d7,6C,rep3,10
B.3,d7,6C,rep3,11
B.3,d7,6C,rep3,12
B.3,d7,6C,rep3,13
B.3,d7,6C,rep3,14
B.3,d7,6C,rep3,15
B.3,d7,6C,rep3,16
B.3,d7,6C,rep3,17
B.3,d7,6C,rep3,18
B.3,d7,6C,rep3,19
B.3,d7,6C,rep3,20
B.3,d7,6C,rep3,21
B.3,e4,6C,rep3,0
B.3,e4,6C,rep3,1
B.3,e4,6C,rep3,2
B.3,e4,6C,rep3,3
B.3,e4,6C,rep3,4
B.3,e4,6C,rep3,5
B.3,e4,6C,rep3,6
B.3,e4,6C,rep3,7
B.3,e4,6C,rep3,8
B.3,e4,6C,rep3,9
B.3,e4,6C,rep3,10
B.3,e4,6C,rep3,11
B.3,e4,6C,rep3,12
B.3,e4,6C,rep3,13
B.3,e4,6C,rep3,14
B.3,e4,6C,rep3,15
B.3,e4,6C,rep3,16
B.3,e4,6C,rep3,17
B.3,e4,6C,rep3,18
B.3,e4,6C,rep3,19
B.3,e4,6C,rep3,20
B.3,e4,6C,rep3,21
B.4,a2,6C,rep2,0
B.4,a2,6C,rep2,1
B.4,a2,6C,rep2,2
B.4,a2,6C,rep2,3
B.4,a2,6C,rep2,4
B.4,a2,6C,rep2,5
B.4,a2,6C,rep2,6
B.4,a2,6C,rep2,7
B.4,a2,6C,rep2,8
B.4,a2,6C,rep2,9
B.4,a2,6C,rep2,10
B.4,a2,6C,rep2,11
B.4,a2,6C,rep2,12
B.4,a2,6C,rep2,13
B.4,a2,6C,rep2,14
B.4,a2,6C,rep2,15
B.4,a2,6C,rep2,16
B.4,a2,6C,rep2,17
B.4,a2,6C,rep2,18
B.4,a2,6C,rep2,19
B.4,a2,6C,rep2,20
B.4,a2,6C,rep2,21
B.5,c1,6C,rep3,0
B.5,c1,6C,rep3,1
B.5,c1,6C,rep3,2
B.5,c1,6C,rep3,3
B.5,c1,6C,rep3,4
B.5,c1,6C,rep3,5
B.5,c1,6C,rep3,6
B.5,c1,6C,rep3,7
B.5,c1,6C,rep3,8
B.5,c1,6C,rep3,9
B.5,c1,6C,rep3,10
B.5,c1,6C,rep3,11
B.5,c1,6C,rep3,12
B.5,c1,6C,rep3,13
B.5,c1,6C,rep3,14
B.5,c1,6C,rep3,15
B.5,c1,6C,rep3,16
B.5,c1,6C,rep3,17
B.5,c1,6C,rep3,18
B.5,c1,6C,rep3,19
B.5,c1,6C,rep3,20
B.5,c1,6C,rep3,21
B.5,c7,6C,rep1,0
B.5,c7,6C,rep1,1
B.5,c7,6C,rep1,2
B.5,c7,6C,rep1,3
B.5,c7,6C,rep1,4
B.5,c7,6C,rep1,5
B.5,c7,6C,rep1,6
B.5,c7,6C,rep1,7
B.5,c7,6C,rep1,8
B.5,c7,6C,rep1,9
B.5,c7,6C,rep1,10
B.5,c7,6C,rep1,11
B.5,c7,6C,rep1,12
B.5,c7,6C,rep1,13
B.5,c7,6C,rep1,14
B.5,c7,6C,rep1,15
B.5,c7,6C,rep1,16
B.5,c7,6C,rep1,17
B.5,c7,6C,rep1,18
B.5,c7,6C,rep1,19
B.5,c7,6C,rep1,20
B.5,c7,6C,rep1,21
B.7,e6,6C,rep3,0
B.7,e6,6C,rep3,1
B.7,e6,6C,rep3,2
B.7,e6,6C,rep3,3
B.7,e6,6C,rep3,4
B.7,e6,6C,rep3,5
B.7,e6,6C,rep3,6
B.7,e6,6C,rep3,7
B.7,e6,6C,rep3,8
B.7,e6,6C,rep3,9
B.7,e6,6C,rep3,10
B.7,e6,6C,rep3,11
B.7,e6,6C,rep3,12
B.7,e6,6C,rep3,13
B.7,e6,6C,rep3,14
B.7,e6,6C,rep3,15
B.7,e6,6C,rep3,16
B.7,e6,6C,rep3,17
B.7,e6,6C,rep3,18
B.7,e6,6C,rep3,19
B.7,e6,6C,rep3,20
B.7,e6,6C,rep3,21
B.9,a2,6C,rep3,0
B.9,a2,6C,rep3,1
B.9,a2,6C,rep3,2
B.9,a2,6C,rep3,3
B.9,a2,6C,rep3,4
B.9,a7,6C,rep3,0
B.9,a7,6C,rep3,1
B.9,a7,6C,rep3,2
B.9,a7,6C,rep3,3
B.9,a7,6C,rep3,4
B.9,b3,6C,rep3,0
B.9,b3,6C,rep3,1
B.9,b3,6C,rep3,2
B.9,b3,6C,rep3,3
B.9,b3,6C,rep3,4
B.9,b6,6C,rep3,0
B.9,b6,6C,rep3,1
B.9,b6,6C,rep3,2
B.9,b6,6C,rep3,3
B.9,b6,6C,rep3,4
B.9,b7,6C,rep3,0
B.9,b7,6C,rep3,1
B.9,b7,6C,rep3,2
B.9,b7,6C,rep3,3
B.9,b7,6C,rep3,4
B.9,c3,6C,rep3,0
B.9,c3,6C,rep3,1
B.9,c3,6C,rep3,2
B.9,c3,6C,rep3,3
B.9,c3,6C,rep3,4
B.9,c6,6C,rep3,0
B.9,c6,6C,rep3,1
B.9,c6,6C,rep3,2
B.9,c6,6C,rep3,3
B.9,c6,6C,rep3,4
B.9,c7,6C,rep3,0
B.9,c7,6C,rep3,1
B.9,c7,6C,rep3,2
B.9,c7,6C,rep3,3
B.9,c7,6C,rep3,4
B.9,d3,6C,rep3,0
B.9,d3,6C,rep3,1
B.9,d3,6C,rep3,2
B.9,d3,6C,rep3,3
B.9,d3,6C,rep3,4
B.9,d4,6C,rep3,0
B.9,d4,6C,rep3,1
B.9,d4,6C,rep3,2
B.9,d4,6C,rep3,3
B.9,d4,6C,rep3,4
B.9,d7,6C,rep3,0
B.9,d7,6C,rep3,1
B.9,d7,6C,rep3,2
B.9,d7,6C,rep3,3
B.9,d7,6C,rep3,4
B.9,e3,6C,rep3,0
B.9,e3,6C,rep3,1
B.9,e3,6C,rep3,2
B.9,e3,6C,rep3,3
B.9,e3,6C,rep3,4
B.9,e5,6C,rep3,0
B.9,e5,6C,rep3,1
B.9,e5,6C,rep3,2
B.9,e5,6C,rep3,3
B.9,e5,6C,rep3,4
B.9,e6,6C,rep3,0
B.9,e6,6C,rep3,1
B.9,e6,6C,rep3,2
B.9,e6,6C,rep3,3
B.9,e6,6C,rep3,4
C.3,c1,16C,rep3,0
C.3,c1,16C,rep3,1
C.3,c1,16C,rep3,2
C.3,c1,16C,rep3,3
C.3,c1,16C,rep3,4
C.3,c1,16C,rep3,5
C.3,c1,16C,rep3,6
C.3,c1,16C,rep3,7
C.3,c1,16C,rep3,8
C.3,c1,16C,rep3,9
C.3,c1,16C,rep3,10
C.3,c1,16C,rep3,11
C.3,c1,16C,rep3,12
C.3,c1,16C,rep3,13
C.3,c1,16C,rep3,14
C.3,c1,16C,rep3,15
C.3,c1,16C,rep3,16
C.3,c1,16C,rep3,17
C.3,c1,16C,rep3,18
C.3,c1,16C,rep3,19
C.3,c1,16C,rep3,20
C.3,c1,16C,rep3,21
C.3,d7,6C,rep3,0
C.3,d7,6C,rep3,1
C.3,d7,6C,rep3,2
C.3,d7,6C,rep3,3
C.3,d7,6C,rep3,4
C.3,d7,6C,rep3,5
C.3,d7,6C,rep3,6
C.3,d7,6C,rep3,7
C.3,d7,6C,rep3,8
C.3,d7,6C,rep3,9
C.3,d7,6C,rep3,10
C.3,d7,6C,rep3,11
C.3,d7,6C,rep3,12
C.3,d7,6C,rep3,13
C.3,d7,6C,rep3,14
C.3,d7,6C,rep3,15
C.3,d7,6C,rep3,16
C.3,d7,6C,rep3,17
C.3,d7,6C,rep3,18
C.3,d7,6C,rep3,19
C.3,d7,6C,rep3,20
C.3,d7,6C,rep3,21
C.4,b7,6C,rep2,0
C.4,b7,6C,rep2,1
C.4,b7,6C,rep2,2
C.4,b7,6C,rep2,3
C.4,b7,6C,rep2,4
C.4,b7,6C,rep2,5
C.4,b7,6C,rep2,6
C.4,b7,6C,rep2,7
C.4,b7,6C,rep2,8
C.4,b7,6C,rep2,9
C.4,b7,6C,rep2,10
C.4,b7,6C,rep2,11
C.4,b7,6C,rep2,12
C.4,b7,6C,rep2,13
C.4,b7,6C,rep2,14
C.4,b7,6C,rep2,15
C.4,b7,6C,rep2,16
C.4,b7,6C,rep2,17
C.4,b7,6C,rep2,18
C.4,b7,6C,rep2,19
C.4,b7,6C,rep2,20
C.4,b7,6C,rep2,21
C.5,b6,6C,rep2,0
C.5,b6,6C,rep2,1
C.5,b6,6C,rep2,2
C.5,b6,6C,rep2,3
C.5,b6,6C,rep2,4
C.5,b6,6C,rep2,5
C.5,b6,6C,rep2,6
C.5,b6,6C,rep2,7
C.5,b6,6C,rep2,8
C.5,b6,6C,rep2,9
C.5,b6,6C,rep2,10
C.5,b6,6C,rep2,11
C.5,b6,6C,rep2,12
C.5,b6,6C,rep2,13
C.5,b6,6C,rep2,14
C.5,b6,6C,rep2,15
C.5,b6,6C,rep2,16
C.5,b6,6C,rep2,17
C.5,b6,6C,rep2,18
C.5,b6,6C,rep2,19
C.5,b6,6C,rep2,20
C.5,b6,6C,rep2,21
C.5,c5,6C,rep3,0
C.5,c5,6C,rep3,1
C.5,c5,6C,rep3,2
C.5,c5,6C,rep3,3
C.5,c5,6C,rep3,4
C.5,c5,6C,rep3,5
C.5,c5,6C,rep3,6
C.5,c5,6C,rep3,7
C.5,c5,6C,rep3,8
C.5,c5,6C,rep3,9
C.5,c5,6C,rep3,10
C.5,c5,6C,rep3,11
C.5,c5,6C,rep3,12
C.5,c5,6C,rep3,13
C.5,c5,6C,rep3,14
C.5,c5,6C,rep3,15
C.5,c5,6C,rep3,16
C.5,c5,6C,rep3,17
C.5,c5,6C,rep3,18
C.5,c5,6C,rep3,19
C.5,c5,6C,rep3,20
C.5,c5,6C,rep3,21
C.5,d5,16C,rep3,0
C.5,d5,16C,rep3,1
C.5,d5,16C,rep3,2
C.5,d5,16C,rep3,3
C.5,d5,16C,rep3,4
C.5,d5,16C,rep3,5
C.5,d5,16C,rep3,6
C.5,d5,16C,rep3,7
C.5,d5,16C,rep3,8
C.5,d5,16C,rep3,9
C.5,d5,16C,rep3,10
C.5,d5,16C,rep3,11
C.5,d5,16C,rep3,12
C.5,d5,16C,rep3,13
C.5,d5,16C,rep3,14
C.5,d5,16C,rep3,15
C.5,d5,16C,rep3,16
C.5,d5,16C,rep3,17
C.5,d5,16C,rep3,18
C.5,d5,16C,rep3,19
C.5,d5,16C,rep3,20
C.5,d5,16C,rep3,21
C.6,c3,16C,rep2,0
C.6,c3,16C,rep2,1
C.6,c3,16C,rep2,2
C.6,c3,16C,rep2,3
C.6,c3,16C,rep2,4
C.6,c3,16C,rep2,5
C.6,c3,16C,rep2,6
C.6,c3,16C,rep2,7
C.6,c3,16C,rep2,8
C.6,c3,16C,rep2,9
C.6,c3,16C,rep2,10
C.6,c3,16C,rep2,11
C.6,c3,16C,rep2,12
C.6,c3,16C,rep2,13
C.6,c3,16C,rep2,14
C.6,c3,16C,rep2,15
C.6,c3,16C,rep2,16
C.6,c3,16C,rep2,17
C.6,c3,16C,rep2,18
C.6,c3,16C,rep2,19
C.6,c3,16C,rep2,20
C.6,c3,16C,rep2,21
C.6,e3,16C,rep1,0
C.6,e3,16C,rep1,1
C.6,e3,16C,rep1,2
C.6,e3,16C,rep1,3
C.6,e3,16C,rep1,4
C.6,e3,16C,rep1,5
C.6,e3,16C,rep1,6
C.6,e3,16C,rep1,7
C.6,e3,16C,rep1,8
C.6,e3,16C,rep1,9
C.6,e3,16C,rep1,10
C.6,e3,16C,rep1,11
C.6,e3,16C,rep1,12
C.6,e3,16C,rep1,13
C.6,e3,16C,rep1,14
C.6,e3,16C,rep1,15
C.6,e3,16C,rep1,16
C.6,e3,16C,rep1,17
C.6,e3,16C,rep1,18
C.6,e3,16C,rep1,19
C.6,e3,16C,rep1,20
C.6,e3,16C,rep1,21
C.8,e1,6C,rep2,0
C.8,e1,6C,rep2,1
C.8,e1,6C,rep2,2
C.8,e1,6C,rep2,3
C.8,e1,6C,rep2,4
C.8,e1,6C,rep2,5
C.8,e1,6C,rep2,6
C.8,e1,6C,rep2,7
C.8,e1,6C,rep2,8
C.8,e1,6C,rep2,9
C.8,e1,6C,rep2,10
C.8,e1,6C,rep2,11
C.8,e1,6C,rep2,12
C.8,e1,6C,rep2,13
C.8,e1,6C,rep2,14
C.8,e1,6C,rep2,15
C.8,e1,6C,rep2,16
C.8,e1,6C,rep2,17
C.8,e1,6C,rep2,18
C.8,e1,6C,rep2,19
C.8,e1,6C,rep2,20
C.8,e1,6C,rep2,21
C.8,e2,6C,rep3,0
C.8,e2,6C,rep3,1
C.8,e2,6C,rep3,2
C.8,e2,6C,rep3,3
C.8,e2,6C,rep3,4
C.8,e4,6C,rep3,0
C.8,e4,6C,rep3,1
C.8,e4,6C,rep3,2
C.8,e4,6C,rep3,3
C.8,e4,6C,rep3,4
C.9,b5,6C,rep3,0
C.9,b5,6C,rep3,1
C.9,b5,6C,rep3,2
C.9,b5,6C,rep3,3
C.9,b5,6C,rep3,4
C.9,b5,6C,rep3,5
C.9,b5,6C,rep3,6
C.9,b5,6C,rep3,7
C.9,b5,6C,rep3,8
C.9,b5,6C,rep3,9
C.9,b5,6C,rep3,10
C.9,b5,6C,rep3,11
C.9,b5,6C,rep3,12
C.9,b5,6C,rep3,13
C.9,b5,6C,rep3,14
C.9,b5,6C,rep3,15
C.9,b5,6C,rep3,16
C.9,b5,6C,rep3,17
C.9,b5,6C,rep3,18
C.9,b5,6C,rep3,19
C.9,b5,6C,rep3,20
C.9,b5,6C,rep3,21
C.9,d5,6C,rep3,0
C.9,d5,6C,rep3,1
C.9,d5,6C,rep3,2
C.9,d5,6C,rep3,3
C.9,d5,6C,rep3,4
C.9,d5,6C,rep3,5
C.9,d5,6C,rep3,6
C.9,d5,6C,rep3,7
C.9,d5,6C,rep3,8
C.9,d5,6C,rep3,9
C.9,d5,6C,rep3,10
C.9,d5,6C,rep3,11
C.9,d5,6C,rep3,12
C.9,d5,6C,rep3,13
C.9,d5,6C,rep3,14
C.9,d5,6C,rep3,15
C.9,d5,6C,rep3,16
C.9,d5,6C,rep3,17
C.9,d5,6C,rep3,18
C.9,d5,6C,rep3,19
C.9,d5,6C,rep3,20
C.9,d5,6C,rep3,21
C.9,e3,6C,rep3,0
C.9,e3,6C,rep3,1
C.9,e3,6C,rep3,2
C.9,e3,6C,rep3,3
C.9,e3,6C,rep3,4
C.9,e3,6C,rep3,5
C.9,e3,6C,rep3,6
C.9,e3,6C,rep3,7
C.9,e3,6C,rep3,8
C.9,e3,6C,rep3,9
C.9,e3,6C,rep3,10
C.9,e3,6C,rep3,11
C.9,e3,6C,rep3,12
C.9,e3,6C,rep3,13
C.9,e3,6C,rep3,14
C.9,e3,6C,rep3,15
C.9,e3,6C,rep3,16
C.9,e3,6C,rep3,17
C.9,e3,6C,rep3,18
C.9,e3,6C,rep3,19
C.9,e3,6C,rep3,20
C.9,e3,6C,rep3,21
D.1,a2,6C,rep3,0
D.1,a2,6C,rep3,1
D.1,a2,6C,rep3,2
D.1,a2,6C,rep3,3
D.1,a2,6C,rep3,4
D.1,a2,6C,rep3,5
D.1,a2,6C,rep3,6
D.1,a2,6C,rep3,7
D.1,a2,6C,rep3,8
D.1,a2,6C,rep3,9
D.1,a2,6C,rep3,10
D.1,a2,6C,rep3,11
D.1,a2,6C,rep3,12
D.1,a2,6C,rep3,13
D.1,a2,6C,rep3,14
D.1,a2,6C,rep3,15
D.1,a2,6C,rep3,16
D.1,a2,6C,rep3,17
D.1,a2,6C,rep3,18
D.1,a2,6C,rep3,19
D.1,a2,6C,rep3,20
D.1,a2,6C,rep3,21
D.1,c2,6C,rep3,6
D.1,c2,6C,rep3,7
D.1,c2,6C,rep3,8
D.1,c2,6C,rep3,9
D.1,c2,6C,rep3,10
D.1,c2,6C,rep3,11
D.1,c5,6C,rep3,0
D.1,c5,6C,rep3,1
D.1,c5,6C,rep3,2
D.1,c5,6C,rep3,3
D.1,c5,6C,rep3,4
D.2,b7,16C,rep2,0
D.2,b7,16C,rep2,1
D.2,b7,16C,rep2,2
D.2,b7,16C,rep2,3
D.2,b7,16C,rep2,4
D.2,b7,16C,rep2,5
D.2,b7,16C,rep2,6
D.2,b7,16C,rep2,7
D.2,b7,16C,rep2,8
D.2,b7,16C,rep2,9
D.2,b7,16C,rep2,10
D.2,b7,16C,rep2,11
D.2,b7,16C,rep2,12
D.2,b7,16C,rep2,13
D.2,b7,16C,rep2,14
D.2,b7,16C,rep2,15
D.2,b7,16C,rep2,16
D.2,b7,16C,rep2,17
D.2,b7,16C,rep2,18
D.2,b7,16C,rep2,19
D.2,b7,16C,rep2,20
D.2,b7,16C,rep2,21
D.3,b1,16C,rep3,0
D.3,b1,16C,rep3,1
D.3,b1,16C,rep3,2
D.3,b1,16C,rep3,3
D.3,b1,16C,rep3,4
D.3,b1,16C,rep3,5
D.3,b1,16C,rep3,6
D.3,b1,16C,rep3,7
D.3,b1,16C,rep3,8
D.3,b1,16C,rep3,9
D.3,b1,16C,rep3,10
D.3,b1,16C,rep3,11
D.3,b1,16C,rep3,12
D.3,b1,16C,rep3,13
D.3,b1,16C,rep3,14
D.3,b1,16C,rep3,15
D.3,b1,16C,rep3,16
D.3,b1,16C,rep3,17
D.3,b1,16C,rep3,18
D.3,b1,16C,rep3,19
D.3,b1,16C,rep3,20
D.3,b1,16C,rep3,21
D.3,c6,16C,rep3,0
D.3,c6,16C,rep3,1
D.3,c6,16C,rep3,2
D.3,c6,16C,rep3,3
D.3,c6,16C,rep3,4
D.3,c6,16C,rep3,5
D.3,c6,16C,rep3,6
D.3,c6,16C,rep3,7
D.3,c6,16C,rep3,8
D.3,c6,16C,rep3,9
D.3,c6,16C,rep3,10
D.3,c6,16C,rep3,11
D.3,c6,16C,rep3,12
D.3,c6,16C,rep3,13
D.3,c6,16C,rep3,14
D.3,c6,16C,rep3,15
D.3,c6,16C,rep3,16
D.3,c6,16C,rep3,17
D.3,c6,16C,rep3,18
D.3,c6,16C,rep3,19
D.3,c6,16C,rep3,20
D.3,c6,16C,rep3,21
D.3,e5,6C,rep3,0
D.3,e5,6C,rep3,1
D.3,e5,6C,rep3,2
D.3,e5,6C,rep3,3
D.3,e5,6C,rep3,4
